12.959798, 3.545125, 9431034, 9.414673, 7995495
11.108398, 3.038679, 9431034, 8.069720, 7995495
13.507843, 2.658844, 9431034, 10.848999, 11984472
12.006972, 2.363417, 9431034, 9.643555, 11984472
12.994385, 4.315186, 13407035, 8.679199, 11984472
11.813077, 3.922896, 13407035, 7.890181, 11984472
13.104757, 3.595988, 13407035, 9.508769, 15977708
12.096698, 3.319373, 13407035, 8.777325, 15977708
12.725830, 4.575457, 17394430, 8.150373, 15977708
13.547770, 4.270426, 17394430, 9.277344, 19971201
12.701035, 4.003525, 17394430, 8.697510, 19971201
13.226677, 5.040786, 21382459, 8.185892, 19971201
12.491862, 4.760742, 21382459, 7.731120, 19971201
13.202868, 4.510177, 21382459, 8.692691, 23965351
12.542725, 4.284668, 21382459, 8.258057, 23965351
12.943813, 5.078997, 25371721, 7.864816, 23965351
12.355458, 4.848133, 25371721, 7.507324, 23965351
12.683371, 5.502452, 29362804, 7.180919, 23965351
12.154897, 5.273183, 29362804, 6.881714, 23965351
12.634277, 5.062256, 29362804, 7.572021, 27967847
12.148344, 4.867554, 29362804, 7.280790, 27967847
12.457954, 5.446823, 33343433, 7.011131, 27967847
12.013027, 5.252293, 33343433, 6.760733, 27967847
12.462748, 5.071180, 33343433, 7.391568, 31966913
12.806193, 5.661011, 37331740, 7.145182, 31966913
12.393090, 5.478397, 37331740, 6.914693, 31966913
12.790680, 5.307198, 37331740, 7.483482, 35967750
12.403084, 5.146373, 37331740, 7.256710, 35967750
12.629789, 5.586512, 41318807, 7.043278, 35967750
12.268938, 5.426897, 41318807, 6.842041, 35967750
12.643602, 5.276150, 41318807, 7.367452, 39967779
12.301883, 5.133552, 41318807, 7.168332, 39967779
12.476068, 5.496376, 45307376, 6.979691, 39967779
12.156169, 5.355444, 45307376, 6.800725, 39967779
12.375641, 5.744934, 49305168, 6.630707, 39967779
12.073796, 5.604814, 49305168, 6.468982, 39967779
12.393770, 5.471366, 49305168, 6.922404, 43967239
12.554790, 5.793372, 53292839, 6.761418, 43967239
12.269454, 5.661704, 53292839, 6.607749, 43967239
12.556288, 5.535889, 53292839, 7.020399, 47967543
12.283325, 5.415543, 53292839, 6.867782, 47967543
12.481689, 5.760031, 57282505, 6.721659, 47967543
12.221654, 5.640030, 57282505, 6.581624, 47967543
12.486672, 5.524927, 57282505, 6.961745, 51967458
12.236938, 5.414429, 57282505, 6.822510, 51967458
12.381759, 5.693024, 61272670, 6.688735, 51967458
12.143649, 5.583543, 61272670, 6.560106, 51967458
12.304918, 5.868588, 65269987, 6.436330, 51967458
12.077049, 5.759910, 65269987, 6.317139, 51967458
12.314120, 5.655185, 65269987, 6.658936, 55967806
